Map	Speaker	Dialogue
Chicken House_Event5_Page1	Icarus	You're right.
Chicken House_Event5_Page1	Icarus	Think I'm just sad to see you go.
Chicken House_Event5_Page1	Icarus	But I guess nothing lasts forever.
Chicken House_Event5_Page1	Ganymede	Yup.
Chicken House_Event5_Page1	Ganymede	It was fun, though!
Chicken House_Event5_Page1	Ganymede	And I'm sure we'll see each other again, sometime!
Chicken House_Event5_Page1	Icarus	Yeah, about that...
Chicken House_Event5_Page1	Icarus	I gotta tell you something.
Chicken House_Event5_Page1	Ganymede	I'm listening.
Chicken House_Event5_Page1	Icarus	There's a girl.
Chicken House_Event5_Page1	Ganymede	Oh, please!
Chicken House_Event5_Page1	Ganymede	You think it's the first time I'm doing this?
Chicken House_Event5_Page1	Ganymede	I'm not gonna run around and tell every-
Chicken House_Event5_Page1	Ganymede	body!
Chicken House_Event5_Page1	Icarus	It doesn't matter.
Chicken House_Event5_Page1	Ganymede	So? What's the deal?
Chicken House_Event5_Page1	Icarus	She's with EnKAD.
Chicken House_Event5_Page1	Ganymede	Oh.
Chicken House_Event5_Page1	Ganymede	My condolences.
Chicken House_Event5_Page1	Icarus	She's got her own mind and everything.
Chicken House_Event5_Page1	Icarus	But she will find out.
Chicken House_Event5_Page1	Ganymede	Okay?
Chicken House_Event5_Page1	Icarus	So I think it's only fair...
Chicken House_Event5_Page1	Icarus	If you knew about her, too.
Durring Road_Event7_Page1	Wilkert Forten	What's the meaning of this?
Durring Road_Event7_Page1	Kilian Berger	Sir!
Durring Road_Event7_Page1	Kilian Berger	Please stay inside the carriage!
Durring Road_Event7_Page1	Wilkert Forten	Nonsense!
Durring Road_Event7_Page1	Wilkert Forten	Why did we stop?
Durring Road_Event7_Page1	Kilian Berger	There's a cart blocking the road, sir.
Durring Road_Event7_Page1	Wilkert Forten	So?
Durring Road_Event7_Page1	Wilkert Forten	Move it, then!
Durring Road_Event7_Page1	Kilian Berger	Working on it, sir!
Durring Road_Event7_Page1	Icarus	Come on...
Durring Road_Event7_Page1	Icarus	What's he waiting for?
Durring Road_Event7_Page1	Ganymede	He'll do it, don't worry.
Durring Road_Event7_Page1	Wilkert Forten	Is there a problem?
Durring Road_Event7_Page1	Léo Gaspard	Sorry, sir!
Durring Road_Event7_Page1	Léo Gaspard	We'll have the road cleared, momentarily!
Durring Road_Event7_Page1	Dario Bellini	Hold it!
Durring Road_Event7_Page2	Icarus	Here we go.
Durring Road_Event7_Page2	Ganymede	Let's hope this works.
Durring Road_Event7_Page2	General Forten	What's the meaning of this?
Durring Road_Event7_Page2	Soldier	Sir!
Durring Road_Event7_Page2	Soldier	Please stay inside the carriage!
Durring Road_Event7_Page2	General Forten	Nonsense!
Durring Road_Event7_Page2	General Forten	Why did we stop?
Durring Road_Event7_Page2	Soldier	There's a cart blocking the road, sir.
Durring Road_Event7_Page2	General Forten	So?
Durring Road_Event7_Page2	General Forten	Move it, then!
Durring Road_Event7_Page2	Soldier	Working on it, sir!
Durring Road_Event7_Page2	Icarus	Come on...
Durring Road_Event7_Page2	Icarus	What's he waiting for?
Durring Road_Event7_Page2	Ganymede	He'll do it, don't worry.
Durring Road_Event7_Page2	General Forten	Is there a problem?
Durring Road_Event7_Page2	Soldier	Sorry Sir!
Durring Road_Event7_Page2	Soldier	We'll have the road cleared, momentarily!
Durring Road_Event7_Page2	Soldier	Hold it!
Durring Road_Event7_Page3	Icarus	Here we go.
Durring Road_Event7_Page3	Ganymede	Let's hope this works.
Durring Road_Event7_Page3	General Forten	What's the meaning of this?
Durring Road_Event7_Page3	Soldier	Sir!
Durring Road_Event7_Page3	Soldier	Please stay inside the carriage!
Durring Road_Event7_Page3	General Forten	Nonsense!
Durring Road_Event7_Page3	General Forten	Why did we stop?
Durring Road_Event7_Page3	Soldier	There's a cart blocking the road, sir.
Durring Road_Event7_Page3	General Forten	Then move it!
Durring Road_Event7_Page3	Soldier	Working on it, sir!
Durring Road_Event7_Page3	Icarus	Come on...
Durring Road_Event7_Page3	Icarus	What's he waiting for?
Durring Road_Event7_Page3	Ganymede	He'll do it, don't worry.
Durring Road_Event7_Page3	General Forten	Is there a problem?
Durring Road_Event7_Page3	Soldier	Sorry Sir!
Durring Road_Event7_Page3	Soldier	We'll have the road cleared, momentarily!
Durring Road_Event7_Page3	Soldier	Hold it!
Old Admirality _Event5_Page1	Ivan Donne	Hope you have a good day, sir.
Old Admirality _Event5_Page3	Ivan Donne	Hope you have a good day, sir.
Old Admirality _Event6_Page1	Zoja Falconer	So anyway, she basically told me that we might be stuck here for the next few days.
Old Admirality _Event6_Page2	Zoja Falconer	Agreed.
Old Admirality _Event6_Page2	Zoja Falconer	Might just make the best out of it and enjoy ourselves in the meantime.
Old Admirality _Event7_Page1	Brett Knežević	Yea, I heard so too.
Old Admirality _Event7_Page1	Brett Knežević	Though you know how much people like to gossip about these kind of things.
Old Admirality _Event7_Page2	Brett Knežević	Whatever might or might not happen, there's nowhere to run, anyway.
Old Admirality _Event9_Page1	Darius Swango	Are you serious?
Old Admirality _Event9_Page1	Darius Swango	I can't just wait "a few days"!
Old Admirality _Event9_Page1	Darius Swango	There's a market of people eager to buy over there, AND the biggest festival of the year coming up!
Old Admirality _Event9_Page1	Darius Swango	I got some A-class souvenirs and if people can't take it with them when they go home...
Old Admirality _Event9_Page1	Darius Swango	I'm not one to say, but you might have a riot on your hands.
Old Admirality _Event9_Page1	Jelka Darby	Now... I'm gonna pretend I didn't hear that.
Old Admirality _Event9_Page1	Jelka Darby	Please check in with the custom's office if you have any complaints.
Old Admirality _Event9_Page1	Darius Swango	FINE!
Old Admirality _Event9_Page1	Darius Swango	Don't say I didn't warn you!
Old Admirality _Event9_Page2	Darius Swango	Bunch of imbeciles, all of them...
Old Admirality _Event9_Page3	Diogo Mayer	I'm moving up the ranks, baby!
Old Admirality _Event10_Page1	Jelka Darby	I can't make an exception, I'm afraid.
Old Admirality _Event10_Page2	Lenart Marjanović	Hm, I wonder if Svetlana likes this kind of stuff...
Old Admirality _Event15_Page1	Servant	Are you okay, my lady?
Old Admirality _Event15_Page1	Elegant Woman	I'm alright.
Old Admirality _Event15_Page1	Elegant Woman	Just a bit dizzy from the trip.
Old Admirality _Event15_Page1	Elegant Woman	Let's get the custom's procedure over with.
Old Admirality _Event15_Page1	Servant	Right away, my lady.
Old Admirality _Event16_Page1	Servant	Good day, sir.
Old Admirality _Event17_Page1	Kristina Remington	Oh, come on!
Old Admirality _Event17_Page1	Kristina Remington	Just one quick stroll...
Old Admirality _Event17_Page2	Kristina Remington	We don't have to buy anything, you know?
Old Admirality _Event18_Page1	Zétény Fekete	Move along, please.
Old Admirality _Event19_Page1	Valentin Van Niftrik	I'm sorry, sir!
Old Admirality _Event19_Page1	Valentin Van Niftrik	It was all there when we were on the ship, I swear!
Old Admirality _Event19_Page2	Valentin Van Niftrik	Feels good to be my own boss, now.
Old Admirality _Event23_Page2	Ganymede	This looks good.
Old Admirality _Event23_Page2	Ganymede	Might take a while before he's back, though.
Old Admirality _Event23_Page2	Ganymede	I should take care of everything else, before getting comfortable.
Old Admirality _Event23_Page2	Ganymede	Ready?
Old Admirality _Event23_Page2	Ganymede	Man...
Old Admirality _Event23_Page2	Ganymede	This sunset really is something else!
Old Admirality _Event23_Page2	Icarus	Here we go.
Old Admirality _Event23_Page2	Ganymede	Let's hope this works.
Old Admirality _Event23_Page3	Ganymede	Ready?
Old Admirality _Event23_Page3	Ganymede	Man...
Old Admirality _Event23_Page3	Ganymede	This sunset really is something else!
Old Admirality _Event23_Page3	Icarus	Here we go.
Old Admirality _Event23_Page3	Ganymede	Let's hope this works.
Old Admirality _Event23_Page4	Ganymede	Still nothing...
Old Admirality _Event23_Page4	Ganymede	It's already gotten dark.
Old Admirality _Event23_Page4	Ganymede	I should probably head back.
Old Admirality _Event23_Page4	Ganymede	Not much chance of-
Old Admirality _Event23_Page4	Ganymede	What the fuck?
Old Admirality _Event23_Page4	Ganymede	Looks like I'm not the only one who heard it.
Old Admirality _Event23_Page4	Ganymede	I should go back and see how the others are doing.
Old Admirality _Event25_Page1	Ainsley Gouveia	And you're telling me that entire crate of Chario just vanished, hm?
Old Admirality _Event26_Page1	Flore Triggs	Move along, please.
Old Admirality _Event27_Page2	Martin Genkov	See?
Old Admirality _Event27_Page2	Martin Genkov	I always knew we could come to an agreement.
Old Admirality _Event28_Page1	Lazar Regenbogen	Listen up you little upstart...
Old Admirality _Event28_Page1	Lazar Regenbogen	I was here first.
Old Admirality _Event28_Page1	Lazar Regenbogen	So you better get off my jetty right now, or I'll have all of your shit thrown into the sea!
Old Admirality _Event28_Page2	Lazar Regenbogen	As long as you keep your word.
Old Admirality _Event29_Page1	Laura Ecclestone	You still owe me from last time, remember?
Old Admirality _Event30_Page1	Mojmír Bautista	Make sure to keep your eyes on your luggage!
Old Admirality _Event30_Page2	Mojmír Bautista	No need to panic!
Old Admirality _Event31_Page1	Edan Lučić	Yea, I heard so too.
Old Admirality _Event32_Page1	Bernadine Smits	Hmm...
Old Admirality _Event32_Page2	Bernadine Smits	Mhh...
Old Admirality _Event32_Page3	Bernadine Smits	Huh...
Old Admirality _Event32_Page4	Bernadine Smits	I see...
Old Admirality _Event32_Page5	Bernadine Smits	Seriously....
Old Admirality _Event32_Page5	Bernadine Smits	You got nothing better do?
Old Admirality _Event33_Page1	Diogo Mayer	Lift this up...
Old Admirality _Event33_Page1	Diogo Mayer	Put that down there...
Old Admirality _Event33_Page1	Diogo Mayer	Don't drink on the job...
Old Admirality _Event33_Page1	Diogo Mayer	Stop puking over the railing...
Old Admirality _Event33_Page1	Diogo Mayer	It's all so tiresome.
Old Admirality _Event33_Page2	Diogo Mayer	And they say that Ionians have it bad.
Old Admirality _Event34_Page1	Servant	Good day, sir.
Old Admirality _Event35_Page1	Pavle Holub	Apologies, but could you use the other door?
Old Admirality _Event39_Page1	Pavle Holub	Note to all non-citizens: Starting August the 24th, every foreigner must carry their visum with them at all times.
Old Admirality _Event49_Page1	Ganymede	Hm?
Old Admirality _Event49_Page1	Ganymede	We're already at the port?
Old Admirality _Event49_Page1	Daphne	Yeah.
Old Admirality _Event49_Page1	Daphne	Trachi is surprisingly compact.
Old Admirality _Event49_Page1	Ganymede	The big building over there...
Old Admirality _Event49_Page1	Ganymede	That's the Old Admirality?
Old Admirality _Event49_Page1	Daphne	The one and only.
Old Admirality _Event49_Page3	Ganymede	Alright.
Old Admirality _Event49_Page3	Ganymede	See if I can find a good vantage point.
Old Admirality _Event49_Page3	Ganymede	Next time, I'll bring a folding chair with me, I swear.
Old Admirality _Event51_Page1	Mathilda Jonker	This tarte au citron is the best I've ever had!
Old Admirality _Event52_Page1	Sara Leitner	The coffee is a bit too weak, for my taste.
Old Admirality _Event93_Page1	Sara Leitner	North: Clarin Square West: Pike Bridge
Old Admirality _Event93_Page1	Daniel Hornick	We're here to stay.
Old Admirality _Event94_Page1	Patrik Kovačić	Another day, another revolution.
Old Admirality _Event95_Page1	Dimitrij Dragić	For freedom!
Old Admirality _Event96_Page1	Bohdan Zupančič	Hang the oppressor!
Old Admirality _Event96_Page1	Bohdan Zupančič	Hang 'em high!
Old Admirality _Event97_Page1	Črt Ilić	Fuck the Guardies. Fuck Faber. Fuck Amryn.
Old Admirality _Event97_Page1	Črt Ilić	Fuck everyone who's not on our side.
Old Admirality _Event98_Page1	Kyriakos Georgiou	Who cares, man?
Old Admirality _Event98_Page1	Kyriakos Georgiou	All that stuff belongs to us now, anyway.
Old Admirality _Event99_Page1	Lyudmil Genadiev	Yo, keep your hands of those pralines!
Sigmund Plaza_Event1_Page1	Salvador Paris	Hey, comrade.
Sigmund Plaza_Event1_Page1	Salvador Paris	Have a nice day, citizen.
Sigmund Plaza_Event2_Page1	Constantin Sharpe	Word is that some guy literally waltzed in there and threatened the mayor.
Sigmund Plaza_Event2_Page2	Constantin Sharpe	Poor little Clara...
Sigmund Plaza_Event4_Page1	Eduard Hornick	No rest for the wicked, eh?
Sigmund Plaza_Event4_Page1	Eduard Hornick	Please behave yourself.
Sigmund Plaza_Event5_Page1	Emil Santos	Please keep your distance.
Sigmund Plaza_Event6_Page1	Raimo Asenov	Move along, please.
Sigmund Plaza_Event7_Page1	Ernest Reyer	Sorry, sir.
Sigmund Plaza_Event7_Page1	Ernest Reyer	The town hall will be reopened, shortly.
Sigmund Plaza_Event8_Page1	Oier Björk	Wait, what?
Sigmund Plaza_Event8_Page1	Oier Björk	Why?
Sigmund Plaza_Event11_Page1	Oier Björk	North: Anderson Park West: Laurel Bridge
Sigmund Plaza_Event11_Page1	Denis De Lorenzo	Yeah, it's weird...
Sigmund Plaza_Event11_Page1	Denis De Lorenzo	That's like the first time I see the town hall being closed.
Sigmund Plaza_Event11_Page2	Denis De Lorenzo	I guess everything makes sense now.
Sigmund Plaza_Event13_Page1	Fredrik Kalb	Sorry, no entry.
Sigmund Plaza_Event15_Page1	Eva Ionescu	They don't even let staff in, anymore.
Sigmund Plaza_Event15_Page2	Eva Ionescu	I guess that's what they get for fucking over their own people.
Sigmund Plaza_Event16_Page1	Alonzo Coghlan	Apologies.
Sigmund Plaza_Event16_Page1	Alonzo Coghlan	But the Prefecture's closed for citizens.
Sigmund Plaza_Event18_Page1	Eulália Ivanović	Really?
Sigmund Plaza_Event18_Page1	Eulália Ivanović	That's so unlike him...
Sigmund Plaza_Event18_Page1	Eulália Ivanović	I hope he's alright.
Sigmund Plaza_Event22_Page1	Gus Kersey	You didn't hear this from me, alright?
Sigmund Plaza_Event22_Page1	Gus Kersey	But I'd stay away from Laurel, for now.
Sigmund Plaza_Event23_Page1	Géraud Olmo	He cancelled our meeting.
Sigmund Plaza_Event23_Page1	Géraud Olmo	Apparently, something urgent came up.
Sigmund Plaza_Event29_Page1	Fredrik Kalb	Good day to you!
Sigmund Plaza_Event30_Page1	Alonzo Coghlan	Hello, sir.
Sigmund Plaza_Event31_Page1	Yannick Barre	I don't know what it is...
Sigmund Plaza_Event31_Page1	Yannick Barre	But something feels seriously off.
Sigmund Plaza_Event31_Page3	Yannick Barre	I knew it.
Sigmund Plaza_Event33_Page1	Mitko Warner	Please don't loiter.
Pike Bridge_Event1_Page2	Ganymede	Hm?
Pike Bridge_Event1_Page2	Ganymede	Yo!
Pike Bridge_Event1_Page2	Ganymede	I was just on my way back.
Pike Bridge_Event1_Page2	Ganymede	Did you hear it, too?
Pike Bridge_Event1_Page2	Atlas	Yeah.
Pike Bridge_Event1_Page2	Atlas	Something must've happened at the checkpoint.
Pike Bridge_Event1_Page2	Ganymede	How do you know?
Pike Bridge_Event1_Page2	Atlas	Our deal in Nestville.
Pike Bridge_Event1_Page2	Ganymede	Oh!
Pike Bridge_Event1_Page2	Ganymede	Right.
Pike Bridge_Event1_Page2	Atlas	And you?
Pike Bridge_Event1_Page2	Atlas	Did you find anything?
Pike Bridge_Event1_Page2	Ganymede	Nope.
Pike Bridge_Event1_Page2	Ganymede	I followed the guy to the OA.
Pike Bridge_Event1_Page2	Ganymede	But lost him there.
Pike Bridge_Event1_Page2	Atlas	Hm.
Pike Bridge_Event1_Page2	Ganymede	What's wrong?
Pike Bridge_Event1_Page2	Atlas	Just wondering...
Pike Bridge_Event1_Page2	Atlas	Daphne told me she gave you something.
Pike Bridge_Event1_Page2	Ganymede	Shit!
Pike Bridge_Event1_Page2	Ganymede	I totally forgot about that.
Pike Bridge_Event1_Page2	Atlas	You still have it?
Pike Bridge_Event1_Page2	Ganymede	Yeah, right here.
Pike Bridge_Event1_Page2	Atlas	Open it.
Pike Bridge_Event1_Page2	Ganymede	You sure?
Pike Bridge_Event1_Page2	Atlas	I can do it, if you don't want to.
Pike Bridge_Event1_Page2	Ganymede	It's fine.
Pike Bridge_Event1_Page2	Ganymede	I'll do it.
Pike Bridge_Event1_Page2	Ganymede	Let's see...
Pike Bridge_Event1_Page2	Ganymede	Hm?
Pike Bridge_Event1_Page2	Ganymede	It's... empty?
Pike Bridge_Event1_Page2	Atlas	Figures.
Pike Bridge_Event1_Page2	Ganymede	I don't get it.
Pike Bridge_Event1_Page2	Atlas	She's testing you, Ganymede.
Pike Bridge_Event1_Page2	Atlas	I've got a question for you.
Pike Bridge_Event1_Page2	Atlas	When you fell into the sewers, last night...
Pike Bridge_Event1_Page2	Atlas	Was that planned?
Pike Bridge_Event1_Page2	Ganymede	Excuse me?
Pike Bridge_Event1_Page2	Atlas	You were pushed, weren't you?
Pike Bridge_Event1_Page2	Atlas	Ganymede?
Pike Bridge_Event1_Page2	Ganymede	Accidents happen.
Pike Bridge_Event1_Page2	Atlas	"Triumvirate entrance confirmed." That's what the message said.
Pike Bridge_Event1_Page2	Ganymede	Amryn knows we're here?
Pike Bridge_Event1_Page2	Atlas	Yeah.
Pike Bridge_Event1_Page2	Atlas	Someone told them, Ganymede.
Pike Bridge_Event1_Page2	Ganymede	And you think it's her?
Pike Bridge_Event1_Page2	Atlas	Maybe.
Pike Bridge_Event1_Page2	Ganymede	Why?
Pike Bridge_Event1_Page2	Atlas	Me and her...
Pike Bridge_Event1_Page2	Atlas	Know each other.
Pike Bridge_Event1_Page2	Ganymede	Huh?
Pike Bridge_Event1_Page2	Atlas	I took something away from her.
Pike Bridge_Event1_Page2	Atlas	A long time ago.
Pike Bridge_Event1_Page2	Ganymede	So?
Pike Bridge_Event1_Page2	Atlas	If shit hits the fan...
Pike Bridge_Event1_Page2	Atlas	I might as well not just go back.
Pike Bridge_Event1_Page2	Atlas	Now, Ganymede...
Pike Bridge_Event1_Page2	Atlas	I'll give you something special.
Pike Bridge_Event1_Page2	Atlas	A choice.
Pike Bridge_Event1_Page2	Atlas	I don't expect you to trust me.
Pike Bridge_Event1_Page2	Atlas	So I'll show it to you.
Pike Bridge_Event1_Page2	Ganymede	Show me what?
Pike Bridge_Event1_Page2	Atlas	Daphne.
Pike Bridge_Event1_Page2	Atlas	Let's go.
Pike Bridge_Event1_Page2	Ganymede	Where to?
Pike Bridge_Event1_Page2	Atlas	Trenton Plaza.
Pike Bridge_Event1_Page4	Ganymede	How would I know?
Pike Bridge_Event1_Page4	Atlas	Because of who you're working for.
Pike Bridge_Event1_Page4	Ganymede	If you're implying that it's me...
Pike Bridge_Event1_Page4	Atlas	That's not what I meant.
Pike Bridge_Event1_Page4	Atlas	Between the three of us, you're the outsider.
Pike Bridge_Event1_Page4	Atlas	And you've been out cold the entire morning, let's not forget.
Pike Bridge_Event4_Page1	Jessika Kevorkian	Good day to you!
Pike Bridge_Event4_Page4	Jessika Kevorkian	There's a storm coming.
Pike Bridge_Event5_Page1	Valentina Lévesque	Weather's really nice this time of the year, ain't it?
Pike Bridge_Event5_Page3	Valentina Lévesque	What's everyone so worked up about?
Pike Bridge_Event10_Page1	Valentina Lévesque	**Confiserie Alpeaux opening soon!** **Confiserie Alpeaux opening soon!**
Pike Bridge_Event10_Page1	Iulian Waldroup	Is this shop ever gonna open or what?
Pike Bridge_Event10_Page3	Iulian Waldroup	This is getting ridiculous!
Pike Bridge_Event15_Page1	Thomas Amerighi	Move along, please.
Pike Bridge_Event15_Page3	Vinko Zorić	Nothing to see here, friend.
Pike Bridge_Event29_Page1	Vinko Zorić	North: Hudsman Corner East: Old Admirality West: Rondham Central
Dusa_Event1_Page1	Ganymede	About time one of you guys showed up!
Dusa_Event1_Page1	Ganymede	Do you have any idea-
Dusa_Event1_Page1	Ganymede	Greg?!
Dusa_Event1_Page1	Gregor Lorentz	Timo.
Dusa_Event1_Page1	Gregor Lorentz	Or do you prefer 'Ganymede'?
Dusa_Event1_Page1	Ganymede	Nevermind that.
Dusa_Event1_Page1	Ganymede	How about you tell me what the fuck's going on, instead?
Dusa_Event1_Page1	Gregor Lorentz	It's a long story.
Dusa_Event1_Page1	Gregor Lorentz	And we don't have a lot of time.
Dusa_Event1_Page1	Ganymede	So that's how it is, huh?
Dusa_Event1_Page1	Ganymede	First you fuck off with that EnKAD girl...
Dusa_Event1_Page1	Ganymede	And now you won't even tell me why.
Dusa_Event1_Page1	Gregor Lorentz	I'm sorry, Timo.
Dusa_Event1_Page1	Gregor Lorentz	But it's vital that the IIS doesn't know what I'm up to.
Dusa_Event1_Page1	Ganymede	I could've come with you.
Dusa_Event1_Page1	Gregor Lorentz	I wish.
Dusa_Event1_Page1	Gregor Lorentz	But I need you to stay in your role for a bit longer.
Dusa_Event1_Page1	Ganymede	What's that supposed to mean?
Dusa_Event1_Page1	Gregor Lorentz	Did Fero tell you about arteria?
Dusa_Event1_Page1	Ganymede	arteria?
Dusa_Event1_Page1	Gregor Lorentz	Hm...
Dusa_Event1_Page1	Ganymede	Gregor...
Dusa_Event1_Page1	Ganymede	I'm running out of patience, here.
Dusa_Event1_Page1	Gregor Lorentz	Alright.
Dusa_Event1_Page1	Gregor Lorentz	Let me bring you up to speed.
Dusa_Event1_Page1	Gregor Lorentz	In a few months, the IIS will send another group of operatives to Trachi.
Dusa_Event1_Page1	Ganymede	Cool.
Dusa_Event1_Page1	Ganymede	Maybe I should participate.
Dusa_Event1_Page1	Ganymede	And then go dark for two years, without telling you.
Dusa_Event1_Page1	Gregor Lorentz	I'm sorry, Timo.
Dusa_Event1_Page1	Gregor Lorentz	But I didn't have a choice.
Dusa_Event1_Page1	Ganymede	Yeah, whatever.
Dusa_Event1_Page1	Gregor Lorentz	I think you should take part.
Dusa_Event1_Page1	Ganymede	Huh? Why?
Dusa_Event1_Page1	Gregor Lorentz	Have you ever heard of an agent called Atlas?
Dusa_Event1_Page2	Crius	Come in.
Dusa_Event1_Page2	Crius	Ganymede.
Dusa_Event1_Page2	Crius	Is something wrong?
Dusa_Event1_Page2	Ganymede	Sorry.
Dusa_Event1_Page2	Ganymede	I'm still getting used to that handle.
Dusa_Event1_Page2	Crius	I can't really blame you.
Dusa_Event1_Page2	Crius	To be honest, I never understood the purpose behind those codenames, in the first place.
Dusa_Event1_Page2	Crius	But seeing as we're now in the same department as EnKaD...
Dusa_Event1_Page2	Crius	There's not much we can do about it.
Dusa_Event1_Page2	Ganymede	Yeah.
Dusa_Event1_Page2	Ganymede	I've met a few of the people working there.
Dusa_Event1_Page2	Ganymede	They're something else, entirely.
Dusa_Event1_Page2	Crius	Well, you'll certainly see more of them in the immediate future.
Dusa_Event1_Page2	Ganymede	Don't tell me...
Dusa_Event1_Page2	Crius	I'm sorry.
Dusa_Event1_Page2	Crius	But the secretary has come up with a plan.
Dusa_Event1_Page2	Crius	And I'd rather send someone I can trust.
Dusa_Event1_Page3	Ganymede	So, these people I'm going to work with...
Dusa_Event1_Page3	Ganymede	Who are they?
Dusa_Event1_Page3	Crius	Pravoskos has personally chosen two agents from his former branch.
Dusa_Event1_Page3	Ganymede	This keeps getting better.
Dusa_Event1_Page3	Crius	One of them being a twelve-year veteran, going by the codename "Atlas" He's distinguished himself during the FPR insurgency in 1917.
Dusa_Event1_Page3	Crius	And thus helped Pravoskos become head of EnKaD.
Dusa_Event1_Page3	Crius	Atlas, on the other hand, was seemingly content on working in the field.
Dusa_Event1_Page3	Crius	Some people just can't live without the trill of it, I guess.
Dusa_Event1_Page3	Crius	In any case...
Dusa_Event1_Page3	Crius	He's also been to Trachi before, two years ago.
Dusa_Event1_Page3	Ganymede	Wait a minute...
Dusa_Event1_Page3	Ganymede	You're saying that the guy EnKaD sent to get our people back...
Dusa_Event1_Page3	Ganymede	That was him?
Dusa_Event1_Page3	Crius	Precisely.
Dusa_Event1_Page3	Ganymede	I never understood why we let them mettle in our affairs, like that.
Dusa_Event1_Page3	Crius	We had to.
Dusa_Event1_Page3	Crius	After all, one our operatives was a former member of EnKaD.
Dusa_Event1_Page3	Crius	Working more or less directly for Pravoskos, at that.
Dusa_Event1_Page3	Ganymede	The operation went south though, didn't it?
Dusa_Event1_Page3	Crius	Correct.
Dusa_Event1_Page3	Crius	And to this day, I'm still lavishing in the memory of that smug smile vanishing from Pravoskos' face, for once.
Dusa_Event1_Page3	Crius	In any case, said operative remains one of the top agents in his field.
Dusa_Event1_Page3	Crius	And I would assume that he'll be able to draw from the networks he's established during his last venture into the city.
Dusa_Event1_Page3	Ganymede	Alright.
Dusa_Event1_Page3	Ganymede	Already sounds like I'm in way over my head...
Dusa_Event1_Page3	Ganymede	But go on.
Dusa_Event1_Page3	Ganymede	What about the other one?
Dusa_Event1_Page3	Crius	A young woman from the psychological division.
Dusa_Event1_Page3	Crius	She's also been to Trachi, but merely as an attaché.
Dusa_Event1_Page3	Crius	Regardless, she as well has performed exceptionally in the past.
Dusa_Event1_Page3	Crius	Have you ever heard about the Leucippus-Incident?
Dusa_Event1_Page3	Ganymede	I read about it.
Dusa_Event1_Page3	Ganymede	Wasn't he the enforcer that killed some guy he was supposed to bring in for questioning?
Dusa_Event1_Page3	Crius	Exactly.
Dusa_Event1_Page3	Crius	After being reprimanded by his CO, he went rogue and threatened to go public.
Dusa_Event1_Page3	Crius	So EnKaD sent someone to negotiate.
Dusa_Event1_Page3	Crius	Thirty-six hours later, Leucippus turned himself in.
Dusa_Event1_Page4	Ganymede	Can I be blunt?
Dusa_Event1_Page4	Crius	You should, always.
Dusa_Event1_Page4	Ganymede	What you're proposing...
Dusa_Event1_Page4	Ganymede	It's treason.
Dusa_Event1_Page4	Crius	That depends on where your loyalties are.
Dusa_Event1_Page4	Ganymede	Isn't that what they always say?
Dusa_Event1_Page4	Crius	Perhaps.
Dusa_Event1_Page4	Crius	But I think you'll agree that something needs to be done.
Dusa_Event1_Page4	Ganymede	Still...
Dusa_Event1_Page4	Ganymede	If word of that comes out...
Dusa_Event1_Page4	Crius	I am aware of that.
Dusa_Event1_Page4	Ganymede	Well, you've got a lot more to lose than I do.
Dusa_Event1_Page4	Ganymede	But I'm not sure whether I can do this.
Dusa_Event1_Page4	Ganymede	I've never been to that city.
Dusa_Event1_Page4	Ganymede	And it's going to be me against everyone else.
Dusa_Event1_Page4	Crius	I wouldn't be so sure about that.
Dusa_Event1_Page4	Ganymede	What are you saying?
Dusa_Event1_Page4	Crius	There's someone else working towards the same goal.
Dusa_Event1_Page4	Ganymede	Who?
Dusa_Event1_Page4	Crius	I don't know his identity.
Dusa_Event1_Page4	Crius	But the information he relayed has proven to be on point, so far.
Dusa_Event1_Page4	Ganymede	Hm...
Dusa_Event1_Page4	Ganymede	What if it's a scheme by Pravoskos?
Dusa_Event1_Page4	Crius	It's certainly a possiblity.
Dusa_Event1_Page4	Crius	But it would be highly uncharacteristic of him.
Dusa_Event1_Page4	Ganymede	Still...
Dusa_Event1_Page4	Crius	Listen, Ganymede.
Dusa_Event1_Page4	Crius	I wouldn't put this on you if I wasn't one hundred percent certain of your abilities.
Dusa_Event1_Page4	Crius	These people from EnKaD...
Dusa_Event1_Page4	Crius	They're used to be in control of their environment.
Dusa_Event1_Page4	Crius	In Ionia, no one can touch them.
Dusa_Event1_Page4	Crius	So I would assume that they can't help but bring a sense of complacency with them.
Dusa_Event1_Page4	Crius	You on the other hand...
Dusa_Event1_Page4	Crius	You've been able to adapt to almost any environment, so far.
Dusa_Event1_Page4	Crius	And it is my firm belief that you can turn your limited experience in Trachi to your advantage.
Dusa_Event1_Page4	Crius	In other words...
Dusa_Event1_Page4	Crius	Let them be in control, if they want.
Dusa_Event1_Page4	Crius	But try to be a nuisance at every opportunity.
Admin_Event5_Page1	Beniamin Cojocaru	Good day sir!
Admin_Event5_Page2	Beniamin Cojocaru	How may I help you?
Admin_Event5_Page3	Beniamin Cojocaru	I'm afraid I can't let you through without an appointment.
Admin_Event5_Page4	Beniamin Cojocaru	Good day sir!
Admin_Event5_Page4	Ganymede	Likewise!
Admin_Event5_Page4	Ganymede	Say, I was wondering if you could help me...
Admin_Event5_Page4	Ganymede	The thing is, I have an urgent meeting in town...
Admin_Event5_Page4	Ganymede	But every counter is occupied at the moment...
